phase,csv_file,row_index,submitter_id,nacc_id,prompt_tokens,completion_tokens,total_tokens,timestamp
phase2b_statement,statement_detail.csv,359,73,2420,1587,500,2087,2025-12-06T23:23:06.726429
phase2b_statement,statement_detail.csv,361,74,2434,1264,500,1764,2025-12-06T23:23:07.061661
phase2b_statement,statement_detail.csv,358,73,2420,1597,500,2097,2025-12-06T23:23:07.331947
phase2b_statement,statement_detail.csv,362,74,2434,1264,500,1764,2025-12-06T23:23:08.174048
phase2b_statement,statement_detail.csv,364,74,2434,1264,500,1764,2025-12-06T23:23:08.825045
phase2b_statement,statement_detail.csv,360,74,2434,1253,500,1753,2025-12-06T23:23:08.866334
phase2b_statement,statement_detail.csv,365,74,2434,1265,500,1765,2025-12-06T23:23:08.909890
phase2b_statement,statement_detail.csv,366,74,2434,1266,500,1766,2025-12-06T23:23:08.927691
phase2b_statement,statement_detail.csv,367,74,2434,1264,500,1764,2025-12-06T23:23:09.178557
phase2b_statement,statement_detail.csv,363,74,2434,1265,500,1765,2025-12-06T23:23:09.487667
phase2b_statement,statement_detail.csv,368,74,2434,1251,500,1751,2025-12-06T23:23:09.662660
phase2b_statement,statement_detail.csv,369,74,2434,1251,500,1751,2025-12-06T23:23:09.973885
phase2b_statement,statement_detail.csv,370,74,2434,1262,500,1762,2025-12-06T23:23:11.089084
phase2b_statement,statement_detail.csv,371,74,2434,1262,500,1762,2025-12-06T23:23:12.035999
phase2b_statement,statement_detail.csv,374,78,2445,1176,500,1676,2025-12-06T23:23:12.071161
phase2b_statement,statement_detail.csv,375,78,2445,1175,500,1675,2025-12-06T23:23:12.139187
phase2b_statement,statement_detail.csv,376,78,2445,1186,500,1686,2025-12-06T23:23:12.498775
phase2b_statement,statement_detail.csv,377,78,2445,1176,500,1676,2025-12-06T23:23:12.744741
phase2b_statement,statement_detail.csv,372,74,2434,1264,500,1764,2025-12-06T23:23:12.999069
phase2b_statement,statement_detail.csv,373,74,2434,1264,500,1764,2025-12-06T23:23:13.001678
phase2b_statement,statement_detail.csv,379,78,2445,1175,500,1675,2025-12-06T23:23:13.354655
phase2b_statement,statement_detail.csv,378,78,2445,1177,500,1677,2025-12-06T23:23:13.420645
phase2b_statement,statement_detail.csv,380,78,2445,1177,500,1677,2025-12-06T23:23:15.086759
phase2b_statement,statement_detail.csv,382,78,2445,1191,500,1691,2025-12-06T23:23:15.592365
phase2b_statement,statement_detail.csv,381,78,2445,1175,500,1675,2025-12-06T23:23:15.819126
phase2b_statement,statement_detail.csv,383,78,2445,1191,500,1691,2025-12-06T23:23:16.008073
phase2b_statement,statement_detail.csv,388,78,2445,1176,500,1676,2025-12-06T23:23:16.391197
phase2b_statement,statement_detail.csv,387,78,2445,1187,500,1687,2025-12-06T23:23:16.411098
phase2b_statement,statement_detail.csv,389,78,2445,1176,500,1676,2025-12-06T23:23:16.805830
phase2b_statement,statement_detail.csv,386,78,2445,1187,500,1687,2025-12-06T23:23:16.865325
phase2b_statement,statement_detail.csv,385,78,2445,1176,500,1676,2025-12-06T23:23:16.990479
phase2b_statement,statement_detail.csv,384,78,2445,1191,500,1691,2025-12-06T23:23:17.324061
phase2b_statement,statement_detail.csv,390,66,2448,1251,500,1751,2025-12-06T23:23:18.490031
phase2b_statement,statement_detail.csv,391,66,2448,1249,500,1749,2025-12-06T23:23:18.818746
phase2b_statement,statement_detail.csv,392,66,2448,1269,500,1769,2025-12-06T23:23:20.144554
phase2b_statement,statement_detail.csv,393,66,2448,1249,500,1749,2025-12-06T23:23:20.183323
phase2b_statement,statement_detail.csv,395,66,2448,1251,500,1751,2025-12-06T23:23:20.704047
phase2b_statement,statement_detail.csv,394,66,2448,1249,500,1749,2025-12-06T23:23:20.888935
phase2b_statement,statement_detail.csv,397,66,2448,1259,500,1759,2025-12-06T23:23:21.005115
phase2b_statement,statement_detail.csv,396,66,2448,1260,500,1760,2025-12-06T23:23:21.079005
phase2b_statement,statement_detail.csv,399,66,2448,1250,500,1750,2025-12-06T23:23:21.241625
phase2b_statement,statement_detail.csv,398,66,2448,1250,500,1750,2025-12-06T23:23:21.329065
phase2b_statement,statement_detail.csv,400,66,2448,1251,500,1751,2025-12-06T23:23:22.597614
phase2b_statement,statement_detail.csv,401,66,2448,1260,500,1760,2025-12-06T23:23:22.679456
phase2b_statement,statement_detail.csv,403,66,2448,1250,500,1750,2025-12-06T23:23:23.394490
phase2b_statement,statement_detail.csv,402,66,2448,1259,500,1759,2025-12-06T23:23:23.852343
phase2b_statement,statement_detail.csv,404,66,2448,1250,500,1750,2025-12-06T23:23:24.483496
phase2b_statement,statement_detail.csv,405,66,2448,1260,500,1760,2025-12-06T23:23:25.037057
phase2b_statement,statement_detail.csv,408,66,2448,1253,500,1753,2025-12-06T23:23:25.113806
phase2b_statement,statement_detail.csv,409,66,2448,1262,500,1762,2025-12-06T23:23:25.146295
phase2b_statement,statement_detail.csv,407,66,2448,1266,500,1766,2025-12-06T23:23:25.866470
phase2b_statement,statement_detail.csv,411,66,2448,1262,500,1762,2025-12-06T23:23:25.901514
phase2b_statement,statement_detail.csv,406,66,2448,1260,500,1760,2025-12-06T23:23:26.430967
phase2b_statement,statement_detail.csv,412,66,2448,1262,500,1762,2025-12-06T23:23:26.715428
phase2b_statement,statement_detail.csv,410,66,2448,1262,500,1762,2025-12-06T23:23:27.164927
phase2b_statement,statement_detail.csv,413,66,2448,1251,500,1751,2025-12-06T23:23:27.270810
phase2b_statement,statement_detail.csv,414,66,2448,1253,500,1753,2025-12-06T23:23:28.042008
phase2b_statement,statement_detail.csv,415,66,2448,1253,470,1723,2025-12-06T23:23:28.385848
